year,text
2018,user no as far as i understood this functionality could be used to spread your grid over several processors for some operations so if you have a large grid that could be useful however the numprocs there should be substantially smaller than the number of grid points if you have several grids you can process them individually which yields naturally the largest speedup see hyperlink for help on parallelization
2018,something different a problem i ran into myself i obtain the error message codesnippet from line 669 in ytunitsunit_objectpyc if i do something simple like this example should i create a bug report on github
2018,ptest isnt a unit thats know by yts unit system
2018,what is ptest
2018,oh wait sorry
2018,i didnt read closely
2018,that should work please file a bug
2018,ok will do
2018,another question i have is how yt handles athena input when the ghost cells are also outputted i noticed that codesnippet is changed accordingly but codesnippet is greater than codesnippet this leads to weird artefacts such as shown on the file attached
2018,ok i filed 2032
2018,seems buggy
2018,i bet no one has tried to load data with ghost zones output into yt before
2018,is there some way we can tell by looking at the output that this is the case
2018,my memory is that the athena vtk format isnt especially selfdescribing
2018,yeah i thought so so i tried to fix it for a while but couldnt figure out the structurealso because the value of codesnippet is very strange ie doesnt fit any expectations i had so not sure whats going on there
2018,user
2018,user has joined the channel
2018,yeah our problem here is that we dont yet support this kind of data but if there is a way from the file to tell that the ghost cells are there we can ignore them
2018,do you have a file i can look at for this user is the one you give me already like that
2018,no its not that one sure i can upload another one with added boundary conditions should i file a bug report note that apart from the visual artefacts things seem to run fine so it is not that important
2018,well if there are visual artifacts i wouldnt trust anything else
2018,you should definitely not trust anything about this data at this point
2018,oh ok smile thanks
2018,but please do file a bug report
2018,will do thanks for your help
2018,ok i filed 2033 thanks for your help with these two issues
2018,awesome will try to look at the first one today i think we should get that one fixed for yt 35
2018,is there a way to calculate the angular momentum for some particular cells that satisfy some conditions as an example i want to calculate the angular momentum for all the dense gas within a sphere but this way doesnt work thankssp dsspherecenter 10 kpcdense_sp spcut_regionobjh_p0_number_densitygt 1e2dense_spquantitiesangular_momentum_vector
2018,and another question im trying to understand how yt calculates the quantitiesangular_momentum_vector i thought its a combination of the x y z specific angular momentum of all the particles but clearly its not here is how i did it anything wrong here
2018,
2018,what do you mean by it doesnt work do you mean the results are not coherent with what you expect
2018,also be aware that the codesnippet accepts some arguments to control what is actually computed am of the particles am of the gas if that makes sense for your dataset
2018,for my first question i cant do dense_spquantitiesangular_momentum_vector it gives me an error like this one
2018,indexerror traceback most recent call lastltipythoninput52000e9aaa8dcgt in ltmodulegt 1 sp dsspherehalo_center 10 kpc 2 dense_sp spcut_regionobjh_p0_number_densitygt 1e2gt 3 dense_spquantitiesangular_momentum_vectorlocallibpython36sitepackagesyt35dev0py36macosx109x86_64eggytdata_objectsderived_quantitiespy in __call__self args kwargs 65 storage 66 for sto ds in parallel_objectschunks 1 storage storagegt 67 storesult selfprocess_chunkds args kwargs 68 now storage will have everything and will be done via pickling so 69 the units will be preserved credit to nathan for thislocallibpython36sitepackagesyt35dev0py36macosx109x86_64eggytdata_objectsderived_quantitiespy in process_chunkself data kwargs 462 rvalsextenddataall particle_specific_angular_momentum_s axis 463 dataall particle_masssumdtypenpfloat64 gt 464 for axis in xyz 465 rvalsappenddataall particle_masssumdtypenpfloat64 466 return rvalslocallibpython36sitepackagesyt35dev0py36macosx109x86_64eggytdata_objectsderived_quantitiespy in ltlistcompgt0 462 rvalsextenddataall particle_specific_angular_momentum_s axis 463 dataall particle_masssumdtypenpfloat64 gt 464 for axis in xyz 465 rvalsappenddataall particle_masssumdtypenpfloat64 466 return rvalslocallibpython36sitepackagesyt35dev0py36macosx109x86_64eggytdata_objectsdata_containerspy in __getitem__self key 280 return selffield_dataf 281 elsegt 282 selfget_dataf 283 fiunits is the unit expression string we depend on the registry 284 hanging off the dataset to define this unit objectlocallibpython36sitepackagesyt35dev0py36macosx109x86_64eggytdata_objectsselection_data_containerspy in get_dataself fields 824 parent getattrself parent selfbase_object 825 selffield_datafield gt 826 parentfieldself_part_indfield0 827 else 828 selffield_datafield selfbase_objectfieldindlocallibpython36sitepackagesyt35dev0py36macosx109x86_64eggytunitsyt_arraypy in __getitem__self item 1034 1035 def __getitem__self itemgt 1036 ret superytarray self__getitem__item 1037 if retshape 1038 return ytquantityret selfunits bypass_validationtrueindexerror boolean index did not match indexed array along dimension 0 dimension is 3 but corresponding boolean dimension is 331
